HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
03591	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Notropis	texanus	Weed shiner												3	454	wild	medium	acceptable						454
03592	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Notropis	topeka	Topeka shiner												3	454	wild	medium	acceptable						454
03593	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Notropis	volucellus	Mimic shiner												2	454	wild	medium	acceptable						454
03594	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Oreoleuciscus	humilis	Dwarf altai osman										13.75		15	454	wild	medium	acceptable						454
03595	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Oreoleuciscus	potanini	Altai osman	3102	3102								5500		40	454	wild	medium	acceptable						454
03596	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Pelecus	cultratus	Ziege	1460	1095								1100		11	454	wild	medium	acceptable						454
03597	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Phenacobius	crassilabrum	Fatlips minnow	365	365										3	442	unknown	medium	acceptable						442
03598	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Phenacobius	mirabilis	Suckermouth minnow												3	454	wild	medium	acceptable						454
03599	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Phoxinus	phoxinus	Minnow	1277	1277										13	454	wild	medium	acceptable						454,520
03600	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Pimephales	notatus	Bluntnose minnow												5	454	wild	medium	acceptable						454
03601	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Pimephales	promelas	Fathead minnow	60	60	5		4500							2	1	wild	medium	acceptable						1,442
03602	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Plagopterus	argentissimus	Woundfin												4	454	wild	medium	acceptable						454
03603	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Pseudobarbus	burchelli	Burchell's redfin												6	454	wild	medium	acceptable						454
03604	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Pteronotropis	hubbsi	Bluehead shiner												2	454	wild	medium	acceptable						454
03605	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Ptychocheilus	lucius	Colorado pikeminnow												12	454	wild	medium	acceptable						454
03606	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Relictus	solitarius	Relict dace												5	454	wild	medium	acceptable						454
03607	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Rhinichthys	atratulus	Blacknose dace	365	365			750							4	454	wild	medium	acceptable						442,454
03608	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Rhinichthys	cataractae	Longnose dace	1095	1095										5	454	wild	medium	acceptable						442,454
03609	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Rhinichthys	cobitis	Loach minnow												5	454	wild	medium	acceptable						454
03610	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Rhodeus	sericeus	Bitterling	912	912										5	454	wild	medium	acceptable						454
03611	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Richardsonius	egregius	Lahontan redside												5	454	wild	medium	acceptable						454
03612	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Rutilus	frisii	Kutum										2750		12	454	wild	medium	acceptable						454
03613	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Rutilus	rutilus	Roach	1095	730								1012		14	454	wild	medium	acceptable						454,524
03614	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Scardinius	erythrophthalmus	Pearl roach	1460	1095								1153.35		19	454	wild	medium	acceptable						454
03615	Animalia	Chordata	Teleostei	Cypriniformes	Cyprinidae	Semotilus	atromaculatus	Creek chub	1095	1095			50							8	454	wild	medium	acceptable						442,454
03616	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Austrolebias	adloffi	Annual fish												3.7	524	unknown	medium	acceptable	0.07	0.1				2,524,660,666
03617	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Austrolebias	bellottii	Argentine pearlfish												3		unknown	medium	acceptable						454,523,524,664,665,666
03618	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Austrolebias	nigripinnis	Blackfin pearlfish												1	454	wild	medium	acceptable						454,662
03620	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	furzeri	Turquoise killifish		28										1.1	1120	captivity	large	acceptable						654,663,832,889,929,933,1113,1120,1197,1198,1227,1228,1259,1272
03621	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	guentheri	Gunther's nothobranch		78										2.3	661	captivity	medium	acceptable						654,655,656,657,658,659,660,661,1196,1254
03622	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	kilomberoensis	Kilombero												0.8	Alessandro Cellerino, pers. comm.	captivity	small	acceptable						
03623	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	korthausae	Korthaus' killifish												1.6	1137	captivity	medium	acceptable						1137,1138
03624	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	kuhntae	Beira killifish		49										1.2	1120	captivity	medium	acceptable						654,1120
03625	Animalia	Chordata	Teleostei	Cyprinodontiformes	Aplocheilidae	Nothobranchius	rachovii	Bluefin notho												1.5	1120	captivity	medium	acceptable						654,662,1120
03626	Animalia	Chordata	Teleostei	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	macularius	Desert pupfish												2	454	wild	medium	acceptable						454
03627	Animalia	Chordata	Teleostei	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	radiosus	Owens pupfish												2	454	wild	medium	acceptable						454
03628	Animalia	Chordata	Teleostei	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	tularosa	White sands pupfish												5	1	wild	medium	acceptable						1
03629	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Fundulus	catenatus	Northern studfish												5	442	unknown	medium	acceptable						442
03630	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Fundulus	parvipinnis	California killifish												3	454	wild	medium	acceptable						454
03631	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Fundulus	seminolis	Seminole killifish												2	454	wild	medium	acceptable						454
03632	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Fundulus	zebrinus	Plains killifish												3	454	wild	medium	acceptable						454
03633	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Leptolucania	ommata	Pygmy killifish												2	454	wild	medium	acceptable						454
03634	Animalia	Chordata	Teleostei	Cyprinodontiformes	Fundulidae	Lucania	goodei	Bluefin killifish												2	454	wild	medium	acceptable						454
03635	Animalia	Chordata	Teleostei	Cyprinodontiformes	Poeciliidae	Gambusia	affinis	Mosquitofish	90	90										3		unknown	medium	acceptable						442,454,524
03636	Animalia	Chordata	Teleostei	Cyprinodontiformes	Poeciliidae	Poecilia	reticulata	Guppy		74										5	454	wild	medium	acceptable	0.07	0.8				2,97,98,99,100,101,102,103,454,461,692,693,1143,1150
03637	Animalia	Chordata	Teleostei	Cyprinodontiformes	Poeciliidae	Poeciliopsis	occidentalis	Gila topminnow												1	454	wild	medium	acceptable						454
03638	Animalia	Chordata	Teleostei	Elopiformes	Megalopidae	Megalops	atlanticus	Tarpon	3102	3650								88550		55	22	wild	medium	acceptable						22,454
03639	Animalia	Chordata	Teleostei	Elopiformes	Megalopidae	Megalops	cyprinoides	Oxeye										9900		44	1	wild	medium	acceptable						1,454
03640	Animalia	Chordata	Teleostei	Esociformes	Esocidae	Esox	lucius	Northern pike	1116	889								15620		30	454	wild	medium	acceptable						454
03641	Animalia	Chordata	Teleostei	Esociformes	Esocidae	Esox	masquinongy	Muskellunge	1825	1460								17490		30	454	wild	medium	acceptable						454
03642	Animalia	Chordata	Teleostei	Esociformes	Esocidae	Esox	niger	Chain pickerel	912	912								2337.5		9	454	wild	medium	acceptable						454
03643	Animalia	Chordata	Teleostei	Esociformes	Umbridae	Dallia	pectoralis	Alaska blackfish	912	912								201.3		8	454	wild	medium	acceptable						454
03644	Animalia	Chordata	Teleostei	Esociformes	Umbridae	Umbra	limi	Central mudminnow												4	454	wild	medium	acceptable						454
03645	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Boreogadus	saida	Arctic cod		912										7	454	wild	medium	acceptable						454
03646	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Brosme	brosme	Cusk	3285	3285								16500		20	454	wild	medium	acceptable						454
03647	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Ciliata	mustela	Fivebeard rockling												3	454	wild	medium	acceptable						454
03648	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Eleginus	gracilis	Saffron cod	912	912								605		12	454	wild	medium	acceptable						454
03649	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Enchelyopus	cimbrius	Fourbeard rockling	1095	1095										9	454	wild	medium	acceptable						454
03650	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadiculus	argenteus	Silvery pout												3	454	wild	medium	acceptable						454
03651	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadus	chalcogrammus	Alaska pollock	1277	1095								770		15	454	wild	medium	acceptable						454
03652	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadus	macrocephalus	Pacific cod	1514									12485		18	454	wild	medium	acceptable						454
03653	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadus	morhua	Atlantic cod	790	778								52800		25	454	wild	medium	acceptable						454,585
03654	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Gadus	ogac	Greenland cod	1277	1277										12	454	wild	medium	acceptable						454
03655	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Lota	lota	Burbot	1460	1095								18700		20	454	wild	medium	acceptable						454
03656	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Melanogrammus	aeglefinus	Haddock	602	620								9240		20	454	wild	medium	acceptable						454,585
03657	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Merlangius	merlangus	English whiting	730	730								1700		20	454	wild	medium	acceptable						454
03658	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Micromesistius	poutassou	Blue whiting	602	602								456.5		20	454	wild	medium	acceptable						454,585
03659	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Molva	dypterygia	Blue ling	3650	3650								16500		25	454	wild	medium	acceptable						454,585
03660	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Molva	macrophthalma	Mediterranean ling												20	454	wild	medium	acceptable						454
03661	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Phycis	blennoides	Greater forkbeard										1947		20	454	wild	medium	acceptable						454
03662	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Pollachius	pollachius	European pollock										9955		8	454	wild	medium	acceptable						454
03663	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Pollachius	virens	Pollock	730	839								17600		25	454	wild	medium	acceptable						454,520
03664	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Trisopterus	esmarkii	Norway pout	693	693										5	454	wild	medium	acceptable						454
03665	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Trisopterus	luscus	Pout whiting	365	730										4	454	wild	medium	acceptable						454
03666	Animalia	Chordata	Teleostei	Gadiformes	Gadidae	Urophycis	tenuis	Mud hake	510	510								11550		23	454	wild	medium	acceptable						454,584
03667	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Albatrossia	pectoralis	Giant grenadier												56	22	wild	medium	acceptable						22,454
03668	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Coryphaenoides	acrolepis	Roughscale rattail												73	22	wild	medium	acceptable						22,454
03669	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Coryphaenoides	rupestris	Rock grenadier	3650									929.5		54	454	wild	medium	acceptable						454
03670	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Macrourus	berglax	Onion-eye grenadier	5402											25	454	wild	medium	acceptable						454
03671	Animalia	Chordata	Teleostei	Gadiformes	Macrouridae	Macrourus	carinatus	Ridge scaled rattail												19	454	wild	medium	acceptable						454
03672	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Macruronus	novaezelandiae	Blue grenadier	2007	1642								825		25	454	wild	medium	acceptable						454
03673	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	australis	Southern hake	2859	2615										30	454	wild	medium	acceptable						454
03674	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	bilinearis	Silver hake	602	602								1265		12	454	wild	medium	acceptable						454
03675	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	gayi	Chilean hake	730	730										13	454	wild	medium	acceptable						454,585
03676	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	merluccius	European hake	1095	1095								8250		20	454	wild	medium	acceptable						454,585
03677	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	productus	North pacific hake	1277	1460								654.5		15	454	wild	medium	acceptable						454,585
03678	Animalia	Chordata	Teleostei	Gasterosteiformes	Gasterosteidae	Apeltes	quadracus	Fourspine stickleback												3	454	wild	medium	acceptable						454
03679	Animalia	Chordata	Teleostei	Gasterosteiformes	Gasterosteidae	Culaea	inconstans	Brook stickleback												2	454	wild	medium	acceptable						454
03680	Animalia	Chordata	Teleostei	Gasterosteiformes	Gasterosteidae	Gasterosteus	aculeatus	Alaskan stickleback												8	1	wild	medium	acceptable						1,861,1200
03681	Animalia	Chordata	Teleostei	Gasterosteiformes	Gasterosteidae	Pungitius	pungitius	Ninespine stickleback	547	547										5	454	wild	medium	acceptable						454
03682	Animalia	Chordata	Teleostei	Gasterosteiformes	Hypoptychidae	Hypoptychus	dybowskii	Korean sandeel												1	454	wild	medium	acceptable						454
03683	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Hippocampus	erectus	Hudson sea horse	273	273										4.7	583	captivity	large	acceptable						454,583
03684	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Hippocampus	guttulatus	Sea horse												6	520	captivity	small	acceptable						520
03685	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Hippocampus	whitei	White's seahorse												5	1139	wild	medium	acceptable						1139
03686	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Hippocampus	zosterae	Dwarf seahorse	118	118										1	454	wild	medium	acceptable						454
03687	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Syngnathus	scovelli	Gulf pipefish												3	454	wild	medium	acceptable						454
03688	Animalia	Chordata	Teleostei	Gonorynchiformes	Chanidae	Chanos	chanos	Milkfish	2372	2281								7700		15	454	wild	medium	acceptable						454
03689	Animalia	Chordata	Teleostei	Gonorynchiformes	Kneriidae	Kneria	auriculata	Airbreathing shellear												3	454	wild	medium	acceptable						454
03690	Animalia	Chordata	Teleostei	Gymnotiformes	Electrophoridae	Electrophorus	electricus	Electric eel												12.6	1	captivity	small	acceptable						1
03691	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophius	americanus	Goosefish										12430		30	454	wild	medium	acceptable						454,584
03692	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophius	budegassa	Black-bellied angler	1460	1460										21	454	wild	medium	acceptable						454,585
03693	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophius	piscatorius	Anglerfish	1642	1642								31735		24	454	wild	medium	acceptable						454
03694	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophius	vomerinus	Cape monk												11	454	wild	medium	acceptable						454
03695	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Aldrichetta	forsteri	Yellow-eye mullet	912	912								522.5		7	454	wild	medium	acceptable						454
03696	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Chelon	labrosus	Thicklipped mullet	1095	1095								2475		25	454	wild	medium	acceptable						454
03697	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Liza	ramado	Thinlip mullet	1277	1277								1595		10	454	wild	medium	acceptable						454
03698	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Mugil	cephalus	Striped mullet	730	730								4400		16	454	wild	medium	acceptable						454
03699	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Benthosema	glaciale	Glacier lanterfish	912	912										8	454	wild	medium	acceptable						454
03700	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Electrona	risso	Chubby flashlightfish												1	454	wild	medium	acceptable						454
03701	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Lampanyctodes	hectoris	Hector's lanternfish												3	454	wild	medium	acceptable						454
03702	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Stenobrachius	leucopsarus	Northern lampfish												8	1	wild	medium	acceptable						1
03703	Animalia	Chordata	Teleostei	Ophidiiformes	Ophidiidae	Genypterus	blacodes	Australian rockling										13750		30	454	wild	medium	acceptable						454
03704	Animalia	Chordata	Teleostei	Osmeriformes	Alepocephalidae	Alepocephalus	bairdii	Baird's smoothhead												38	454	wild	medium	acceptable						454
03705	Animalia	Chordata	Teleostei	Osmeriformes	Argentinidae	Argentina	elongata	Silverside												16	454	wild	medium	acceptable						454
03706	Animalia	Chordata	Teleostei	Osmeriformes	Argentinidae	Argentina	silus	Atlantic argentine	2190	2555										35	454	wild	medium	acceptable						454,585
03707	Animalia	Chordata	Teleostei	Osmeriformes	Galaxiidae	Galaxiella	nigrostriata	Black-stripe minnow												1	454	wild	medium	acceptable						454
03708	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Hypomesus	olidus	Pond smelt												5	454	wild	medium	acceptable						454
03709	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Hypomesus	pretiosus	Surf smelt	547	547										5	1	wild	medium	acceptable						1,454
03710	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Mallotus	villosus	Capelin	1095	1095										10	1	wild	medium	acceptable						1,454,524,585
03711	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Osmerus	eperlanus	Smelt	730	730										10	454	wild	medium	acceptable						454
03712	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Osmerus	mordax	Rainbow smelt												7	1	wild	medium	acceptable						1
03713	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Plecoglossus	altivelis	Ayu												3		unknown	medium	acceptable						454,516,524
03714	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Spirinchus	thaleichthys	Longfin smelt												3	454	wild	medium	acceptable						454
03715	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Thaleichthys	pacificus	Eulachon	912	912										5	1	wild	medium	acceptable						1,454
03716	Animalia	Chordata	Teleostei	Osmeriformes	Retropinnidae	Prototroctes	maraena	Australian grayling												6	454	wild	medium	acceptable						454
03717	Animalia	Chordata	Teleostei	Osmeriformes	Retropinnidae	Retropinna	semoni	Australian smelt	365	365										2	454	wild	medium	acceptable						454
03718	Animalia	Chordata	Teleostei	Osteoglossiformes	Hiodontidae	Hiodon	alosoides	Goldeye										946		14	454	wild	medium	acceptable						454
03719	Animalia	Chordata	Teleostei	Osteoglossiformes	Hiodontidae	Hiodon	tergisus	Mooneye										498.85		10	454	wild	medium	acceptable						454
03720	Animalia	Chordata	Teleostei	Osteoglossiformes	Mormyridae	Mormyrus	rume	Mormyrids										2915		6	454	wild	medium	acceptable						454
03721	Animalia	Chordata	Teleostei	Osteoglossiformes	Mormyridae	Pollimyrus	isidori	Mormyrid										4		29	1	wild	medium	acceptable						1,454,520
03722	Animalia	Chordata	Teleostei	Osteoglossiformes	Notopteridae	Xenomystus	nigri	African knifefish												11.4	520	captivity	medium	acceptable						520
03723	Animalia	Chordata	Teleostei	Osteoglossiformes	Osteoglossidae	Osteoglossum	bicirrhosum	Arawana										2530		6.5	1	wild	medium	acceptable						1,454
03724	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	hexapterus	Pacific sand lance	912	912										8	1	wild	medium	acceptable						1,454
03725	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	marinus	Sand eel	912	912										10	454	wild	medium	acceptable						454
03726	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	tobianus	Lesser sand eel	547	547										7	454	wild	medium	acceptable						454
03727	Animalia	Chordata	Teleostei	Perciformes	Anabantidae	Anabas	testudineus	Climbing perch												8	583	captivity	small	acceptable						583
03728	Animalia	Chordata	Teleostei	Perciformes	Anabantidae	Ctenopoma	kingsleyae	Miss Kingsley's climbing perch										68.75		8.7	583	captivity	small	acceptable						454,583
03729	Animalia	Chordata	Teleostei	Perciformes	Arripidae	Arripis	georgianus	Australian ruff	1095	1095								440		7	454	wild	medium	acceptable						454
03730	Animalia	Chordata	Teleostei	Perciformes	Arripidae	Arripis	trutta	Australian salmon										5170		26	454	wild	medium	acceptable						454
03731	Animalia	Chordata	Teleostei	Perciformes	Arripidae	Arripis	truttacea	Western Australian salmon	1551	1551								5775		9	454	wild	medium	acceptable						454
03732	Animalia	Chordata	Teleostei	Perciformes	Blenniidae	Lipophrys	pholis	Shanny												10	454	wild	medium	acceptable						454
03733	Animalia	Chordata	Teleostei	Perciformes	Blenniidae	Omobranchus	punctatus	Muzzled blenny												4	454	wild	medium	acceptable						454
03734	Animalia	Chordata	Teleostei	Perciformes	Blenniidae	Parablennius	gattorugine	Tompot blenny												5	583	captivity	small	acceptable						583
03735	Animalia	Chordata	Teleostei	Perciformes	Bramidae	Brama	brama	Atlantic pomfret										3300		9	454	wild	medium	acceptable						454
03736	Animalia	Chordata	Teleostei	Perciformes	Bramidae	Taractichthys	steindachneri	Sickle pomfret										6050		8	454	wild	medium	acceptable						454
03737	Animalia	Chordata	Teleostei	Perciformes	Callionymidae	Callionymus	lyra	European dragonet												7	520	wild	medium	acceptable						520
03738	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Caranx	crysos	Blue runner										2777.5		11	454	wild	medium	acceptable						454
03739	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Pseudocaranx	dentex	White trevally										9955		49	454	wild	medium	acceptable						454
03740	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	declivis	Greenback horse mackerel	1186	1186										25	454	wild	medium	acceptable						454
03741	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	japonicus	Japanese jack mackerel										363				unknown	small	low						454
03742	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	murphyi	Inca scad												16	454	wild	medium	acceptable						454
03743	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	novaezelandiae	Yellowtail horse mackerel	1277	1277										25	454	wild	medium	acceptable						454
03744	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	symmetricus	Jack mackerel												30	520	wild	medium	acceptable						520
03745	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Acantharchus	pomotis	Mud sunfish												8	440	unknown	small	questionable						440
03746	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Ambloplites	rupestris	Rock bass										824		18		unknown	medium	acceptable						442,454,520,524
03747	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Archoplites	interruptus	Sacramento perch										792		6	454	wild	medium	acceptable						454
03748	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Centrarchus	macropterus	Flier										308		5	454	wild	medium	acceptable						454
03749	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	auritus	Redbreast sunfish										467.25		8	454	wild	medium	acceptable						442,454,520
03750	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	cyanellus	Green sunfish										529		9	1	wild	medium	acceptable						1,442,454
03751	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	macrochirus	Bluegill										1181.25		10	1	wild	medium	acceptable						1,442,454
03752	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	marginatus	Dollar sunfish												6	454	wild	medium	acceptable						454
03753	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	megalotis	Longear sunfish										434.5		6	454	wild	medium	acceptable						454
03754	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	microlophus	Redear sunfish										121		7	454	wild	medium	acceptable						454
03755	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	symmetricus	Bantam sunfish												3	454	wild	medium	acceptable						454
03756	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Micropterus	dolomieu	Smallmouth bass	2007	2007								2975.5		26	454	wild	medium	acceptable						454
03757	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Micropterus	punctulatus	Spotted bass										2557		7	454	wild	medium	acceptable						454
03758	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Micropterus	salmoides	Largemouth bass	1642	1277								5527.5		23	1	wild	medium	acceptable						1,442,454
03759	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Pomoxis	annularis	White crappie										1292.5		10	1	wild	medium	acceptable						1,454
03760	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Pomoxis	nigromaculatus	Black crappie										1496		15	454	wild	medium	acceptable						454
03761	Animalia	Chordata	Teleostei	Perciformes	Centrolophidae	Hyperoglyphe	antarctica	Antarctic butterfish	2281	2281								33000		15	454	wild	medium	acceptable						454
03762	Animalia	Chordata	Teleostei	Perciformes	Centrolophidae	Seriolella	brama	Whario	1277	1277								2200		15	454	wild	medium	acceptable						454
03763	Animalia	Chordata	Teleostei	Perciformes	Centrolophidae	Seriolella	porosa	Silver warehou												15	454	wild	medium	acceptable						454
03764	Animalia	Chordata	Teleostei	Perciformes	Centropomidae	Centropomus	undecimalis	Common snook	1460	1460								13365		7	454	wild	medium	acceptable						454
03765	Animalia	Chordata	Teleostei	Perciformes	Centropomidae	Lates	niloticus	Snook	912									110000		7.8	454	wild	medium	acceptable						454,520
03766	Animalia	Chordata	Teleostei	Perciformes	Chaetodontidae	Chaetodon	lineolatus	Lined butterflyfish												10	1	wild	medium	acceptable						1
03767	Animalia	Chordata	Teleostei	Perciformes	Chaetodontidae	Chelmon	rostratus	Longnosed butterflyfish												10	1	wild	medium	acceptable						1
03768	Animalia	Chordata	Teleostei	Perciformes	Chaetodontidae	Forcipiger	flavissimus	Longnose butterflyfish												18	1	wild	medium	acceptable						1
03769	Animalia	Chordata	Teleostei	Perciformes	Cheilodactylidae	Cheilodactylus	spectabilis	Brownbanded morwong												59	454	wild	medium	acceptable						454
03770	Animalia	Chordata	Teleostei	Perciformes	Cheilodactylidae	Nemadactylus	macropterus	Tarakihi	1825	1825										50	454	wild	medium	acceptable						454
03771	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Cichlasoma	bimaculatum	Black acara												20	454	wild	medium	acceptable						454
03772	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Cichlasoma	facetum	Chanchito												10	454	wild	medium	acceptable						454
03773	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Herichthys	cyanoguttatum	Rio Grande cichlid												5	520	captivity	small	acceptable						520
